,ZCTA5CE10,NAME,CBSAFP
27205,53220,"Milwaukee-Waukesha-West Allis, WI",33340
27206,53221,"Milwaukee-Waukesha-West Allis, WI",33340
27207,61764,"Pontiac, IL",38700
27208,61769,"Pontiac, IL",38700
27209,53222,"Milwaukee-Waukesha-West Allis, WI",33340
27210,61770,"Champaign-Urbana, IL",16580
27211,61770,"Bloomington, IL",14010
27212,61771,"Peoria, IL",37900
27213,61772,"Bloomington, IL",14010
27214,53223,"Milwaukee-Waukesha-West Allis, WI",33340
27215,61773,"Champaign-Urbana, IL",16580
27216,61773,"Bloomington, IL",14010
27217,61773,"Pontiac, IL",38700
27218,61774,"Bloomington, IL",14010
27219,61774,"Peoria, IL",37900
27220,61775,"Champaign-Urbana, IL",16580
27221,61775,"Pontiac, IL",38700
27222,53224,"Milwaukee-Waukesha-West Allis, WI",33340
27223,61776,"Bloomington, IL",14010
27224,61777,"Bloomington, IL",14010
27225,53225,"Milwaukee-Waukesha-West Allis, WI",33340
27226,61778,"Lincoln, IL",30660
27227,61778,"Bloomington, IL",14010
27228,53226,"Milwaukee-Waukesha-West Allis, WI",33340
27229,53227,"Milwaukee-Waukesha-West Allis, WI",33340
27230,61801,"Champaign-Urbana, IL",16580
27231,53228,"Milwaukee-Waukesha-West Allis, WI",33340
27232,53233,"Milwaukee-Waukesha-West Allis, WI",33340
27233,06414,"Hartford-West Hartford-East Hartford, CT",25540
27234,11705,"New York-Newark-Jersey City, NY-NJ-PA",35620
27235,11706,"New York-Newark-Jersey City, NY-NJ-PA",35620
27236,11709,"New York-Newark-Jersey City, NY-NJ-PA",35620
27237,11710,"New York-Newark-Jersey City, NY-NJ-PA",35620
27238,11713,"New York-Newark-Jersey City, NY-NJ-PA",35620
27239,11714,"New York-Newark-Jersey City, NY-NJ-PA",35620
27240,11715,"New York-Newark-Jersey City, NY-NJ-PA",35620
27241,11716,"New York-Newark-Jersey City, NY-NJ-PA",35620
27242,11717,"New York-Newark-Jersey City, NY-NJ-PA",35620
27243,11718,"New York-Newark-Jersey City, NY-NJ-PA",35620
27244,17318,"York-Hanover, PA",49620
27245,17319,"York-Hanover, PA",49620
27246,17319,"Harrisburg-Carlisle, PA",25420
27247,17320,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
27248,17320,"Gettysburg, PA",23900
27249,17320,"Chambersburg-Waynesboro, PA",16540
27250,17321,"Baltimore-Columbia-Towson, MD",12580
27251,17321,"York-Hanover, PA",49620
27252,17322,"York-Hanover, PA",49620
27253,17322,"Lancaster, PA",29540
27254,17324,"Gettysburg, PA",23900
27255,17324,"York-Hanover, PA",49620
27256,17324,"Harrisburg-Carlisle, PA",25420
27257,17325,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
27258,17325,"Baltimore-Columbia-Towson, MD",12580
27259,17325,"Gettysburg, PA",23900
27260,17327,"Baltimore-Columbia-Towson, MD",12580
27261,17327,"York-Hanover, PA",49620
27262,17329,"Baltimore-Columbia-Towson, MD",12580
27263,17329,"York-Hanover, PA",49620
27264,17331,"Baltimore-Columbia-Towson, MD",12580
27265,17331,"Gettysburg, PA",23900
27266,17331,"York-Hanover, PA",49620
27267,17339,"York-Hanover, PA",49620
27268,17339,"Harrisburg-Carlisle, PA",25420
27269,17340,"Baltimore-Columbia-Towson, MD",12580
27270,17340,"Gettysburg, PA",23900
27271,17343,"Gettysburg, PA",23900
27272,17344,"Gettysburg, PA",23900
27273,17345,"York-Hanover, PA",49620
27274,17347,"York-Hanover, PA",49620
27275,17347,"Lancaster, PA",29540
27276,17349,"Baltimore-Columbia-Towson, MD",12580
27277,17349,"York-Hanover, PA",49620
27278,17350,"Gettysburg, PA",23900
27279,17352,"Baltimore-Columbia-Towson, MD",12580
27280,17352,"York-Hanover, PA",49620
27281,17353,"Gettysburg, PA",23900
27282,74080,"Tulsa, OK",46140
27283,74080,"Bartlesville, OK",12780
27284,74081,"Tulsa, OK",46140
27285,74082,"Bartlesville, OK",12780
27286,74083,"Bartlesville, OK",12780
27287,74083,"Coffeyville, KS",17700
27288,74084,"Tulsa, OK",46140
27289,74085,"Tulsa, OK",46140
27290,74085,"Stillwater, OK",44660
27291,74103,"Tulsa, OK",46140
27292,74104,"Tulsa, OK",46140
27293,74105,"Tulsa, OK",46140
27294,74106,"Tulsa, OK",46140
27295,74107,"Tulsa, OK",46140
27296,80229,"Denver-Aurora-Lakewood, CO",19740
27297,80230,"Denver-Aurora-Lakewood, CO",19740
27298,80231,"Denver-Aurora-Lakewood, CO",19740
27299,80232,"Denver-Aurora-Lakewood, CO",19740
27300,80233,"Denver-Aurora-Lakewood, CO",19740
27301,80234,"Denver-Aurora-Lakewood, CO",19740
27302,80235,"Denver-Aurora-Lakewood, CO",19740
27303,80236,"Denver-Aurora-Lakewood, CO",19740
27304,80237,"Denver-Aurora-Lakewood, CO",19740
27305,80238,"Denver-Aurora-Lakewood, CO",19740
27306,80239,"Denver-Aurora-Lakewood, CO",19740
27307,80241,"Denver-Aurora-Lakewood, CO",19740
27308,80246,"Denver-Aurora-Lakewood, CO",19740
27309,80247,"Denver-Aurora-Lakewood, CO",19740
27310,80249,"Denver-Aurora-Lakewood, CO",19740
27311,80260,"Denver-Aurora-Lakewood, CO",19740
27312,80264,"Denver-Aurora-Lakewood, CO",19740
27313,80290,"Denver-Aurora-Lakewood, CO",19740
27314,80293,"Denver-Aurora-Lakewood, CO",19740
27315,80294,"Denver-Aurora-Lakewood, CO",19740
27316,80301,"Boulder, CO",14500
27317,80302,"Boulder, CO",14500
27318,01451,"Worcester, MA-CT",49340
27319,01451,"Boston-Cambridge-Newton, MA-NH",14460
27320,01452,"Worcester, MA-CT",49340
27321,01453,"Worcester, MA-CT",49340
27322,01460,"Worcester, MA-CT",49340
27323,01460,"Boston-Cambridge-Newton, MA-NH",14460
27324,01462,"Worcester, MA-CT",49340
27325,01462,"Boston-Cambridge-Newton, MA-NH",14460
27326,01463,"Boston-Cambridge-Newton, MA-NH",14460
27327,01463,"Manchester-Nashua, NH",31700
27328,01464,"Worcester, MA-CT",49340
27329,01464,"Boston-Cambridge-Newton, MA-NH",14460
27330,01467,"Worcester, MA-CT",49340
27331,01468,"Worcester, MA-CT",49340
27332,01469,"Worcester, MA-CT",49340
27333,01469,"Boston-Cambridge-Newton, MA-NH",14460
27334,01469,"Manchester-Nashua, NH",31700
27335,27853,"Roanoke Rapids, NC",40260
27336,27855,"Roanoke Rapids, NC",40260
27337,27856,"Rocky Mount, NC",40580
27338,27856,"Roanoke Rapids, NC",40260
27339,27856,"Raleigh, NC",39580
27340,27857,"Roanoke Rapids, NC",40260
27341,45169,"Wilmington, OH",48940
27342,45169,"Washington Court House, OH",47920
27343,45169,"Dayton, OH",19380
27344,45171,"Cincinnati, OH-KY-IN",17140
27345,45172,,
27346,45174,"Cincinnati, OH-KY-IN",17140
27347,45176,"Cincinnati, OH-KY-IN",17140
27348,45177,"Cincinnati, OH-KY-IN",17140
27349,45177,"Wilmington, OH",48940
27350,45177,"Dayton, OH",19380
27351,45202,"Cincinnati, OH-KY-IN",17140
27352,45203,"Cincinnati, OH-KY-IN",17140
27353,45204,"Cincinnati, OH-KY-IN",17140
27354,45205,"Cincinnati, OH-KY-IN",17140
27355,45206,"Cincinnati, OH-KY-IN",17140
27356,45207,"Cincinnati, OH-KY-IN",17140
27357,18461,"Binghamton, NY",13780
27358,18462,,
27359,18463,,
27360,18464,"New York-Newark-Jersey City, NY-NJ-PA",35620
27361,18465,,
27362,18466,"New York-Newark-Jersey City, NY-NJ-PA",35620
27363,18466,"East Stroudsburg, PA",20700
27364,18469,,
27365,18470,,
27366,18471,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27367,18472,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27368,18473,,
27369,18503,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27370,18504,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27371,18505,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27372,18507,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27373,18508,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27374,18509,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27375,18510,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27376,18512,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27377,18517,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27378,18518,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27379,18519,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27380,18602,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27381,18603,"Bloomsburg-Berwick, PA",14100
27382,18603,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27383,18610,"Allentown-Bethlehem-Easton, PA-NJ",10900
27384,18610,"East Stroudsburg, PA",20700
27385,18610,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27386,18612,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27387,18614,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27388,18614,"Sayre, PA",42380
27389,18615,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27390,18616,"Sayre, PA",42380
27391,18617,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27392,18618,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27393,18619,"Williamsport, PA",48700
27394,18621,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27395,28054,"Charlotte-Concord-Gastonia, NC-SC",16740
27396,28056,"Charlotte-Concord-Gastonia, NC-SC",16740
27397,28071,"Charlotte-Concord-Gastonia, NC-SC",16740
27398,28071,"Albemarle, NC",10620
27399,28072,"Charlotte-Concord-Gastonia, NC-SC",16740
27400,28073,"Gaffney, SC",23500
27401,28073,"Shelby, NC",43140
27402,28075,"Charlotte-Concord-Gastonia, NC-SC",16740
27403,28076,"Forest City, NC",22580
27404,28077,"Charlotte-Concord-Gastonia, NC-SC",16740
27405,28078,"Charlotte-Concord-Gastonia, NC-SC",16740
27406,28079,"Charlotte-Concord-Gastonia, NC-SC",16740
27407,28080,"Charlotte-Concord-Gastonia, NC-SC",16740
27408,28081,"Charlotte-Concord-Gastonia, NC-SC",16740
27409,28083,"Charlotte-Concord-Gastonia, NC-SC",16740
27410,28086,"Gaffney, SC",23500
27411,28086,"Charlotte-Concord-Gastonia, NC-SC",16740
27412,28086,"Shelby, NC",43140
27413,28088,"Charlotte-Concord-Gastonia, NC-SC",16740
27414,28089,"Shelby, NC",43140
27415,28090,"Charlotte-Concord-Gastonia, NC-SC",16740
27416,28090,"Shelby, NC",43140
27417,28090,"Forest City, NC",22580
27418,28090,"Hickory-Lenoir-Morganton, NC",25860
27419,28091,"Rockingham, NC",40460
27420,28092,"Charlotte-Concord-Gastonia, NC-SC",16740
27421,28092,"Hickory-Lenoir-Morganton, NC",25860
27422,28097,"Charlotte-Concord-Gastonia, NC-SC",16740
27423,28097,"Albemarle, NC",10620
27424,28098,"Charlotte-Concord-Gastonia, NC-SC",16740
27425,28101,"Charlotte-Concord-Gastonia, NC-SC",16740
27426,28102,,
27427,99786,,
27428,99788,,
27429,99789,,
27430,99790,,
27431,99791,,
27432,99801,"Juneau, AK",27940
27433,99820,"Juneau, AK",27940
27434,99824,"Juneau, AK",27940
27435,99825,,
27436,99826,,
27437,99827,,
27438,99829,,
27439,99830,,
27440,99832,,
27441,99833,,
27442,99835,,
27443,99836,,
27444,99840,,
27445,99841,,
27446,99901,"Ketchikan, AK",28540
27447,76599,"Killeen-Temple, TX",28660
27448,76621,"Waco, TX",47380
27449,76622,"Waco, TX",47380
27450,76623,"Dallas-Fort Worth-Arlington, TX",19100
27451,76624,"Waco, TX",47380
27452,76626,"Corsicana, TX",18620
27453,76626,"Dallas-Fort Worth-Arlington, TX",19100
27454,76627,"Dallas-Fort Worth-Arlington, TX",19100
27455,76628,,
27456,76629,"College Station-Bryan, TX",17780
27457,76629,"Waco, TX",47380
27458,76630,"Waco, TX",47380
27459,76631,,
27460,76632,"Waco, TX",47380
27461,76633,"Waco, TX",47380
27462,76634,"Killeen-Temple, TX",28660
27463,76635,"Corsicana, TX",18620
27464,76636,"Dallas-Fort Worth-Arlington, TX",19100
27465,76637,,
27466,76638,"Killeen-Temple, TX",28660
27467,76638,"Waco, TX",47380
27468,76639,"Corsicana, TX",18620
27469,76640,"Waco, TX",47380
27470,76641,"Corsicana, TX",18620
27471,76641,"Dallas-Fort Worth-Arlington, TX",19100
27472,76642,,
27473,76643,"Waco, TX",47380
27474,62019,"St. Louis, MO-IL",41180
27475,62021,"St. Louis, MO-IL",41180
27476,62022,"St. Louis, MO-IL",41180
27477,56177,,
27478,56178,"Marshall, MN",32140
27479,56180,,
27480,56181,"Fairmont, MN",21860
27481,56183,,
27482,56185,"Worthington, MN",49380
27483,56186,,
27484,56187,"Worthington, MN",49380
27485,56201,"Willmar, MN",48820
27486,56207,,
27487,56208,,
27488,56209,"Willmar, MN",48820
27489,56210,,
27490,56211,,
27491,56212,,
27492,56214,,
27493,56215,,
27494,56216,"Willmar, MN",48820
27495,56218,,
27496,56219,,
27497,56220,,
27498,56221,,
27499,56222,"Willmar, MN",48820
27500,56223,,
27501,56224,,
27502,48340,"Detroit-Warren-Dearborn, MI",19820
27503,48341,"Detroit-Warren-Dearborn, MI",19820
27504,48342,"Detroit-Warren-Dearborn, MI",19820
27505,48346,"Detroit-Warren-Dearborn, MI",19820
27506,48348,"Detroit-Warren-Dearborn, MI",19820
27507,48350,"Detroit-Warren-Dearborn, MI",19820
27508,48353,"Detroit-Warren-Dearborn, MI",19820
27509,48356,"Detroit-Warren-Dearborn, MI",19820
27510,48357,"Detroit-Warren-Dearborn, MI",19820
27511,48359,"Detroit-Warren-Dearborn, MI",19820
27512,48360,"Detroit-Warren-Dearborn, MI",19820
27513,48362,"Detroit-Warren-Dearborn, MI",19820
27514,48363,"Detroit-Warren-Dearborn, MI",19820
27515,48367,"Detroit-Warren-Dearborn, MI",19820
27516,48370,"Detroit-Warren-Dearborn, MI",19820
27517,48371,"Detroit-Warren-Dearborn, MI",19820
27518,22937,"Charlottesville, VA",16820
27519,43610,"Toledo, OH",45780
27520,22938,"Charlottesville, VA",16820
27521,22939,"Staunton-Waynesboro, VA",44420
27522,22940,"Charlottesville, VA",16820
27523,22940,"Harrisonburg, VA",25500
27524,43611,"Toledo, OH",45780
27525,43611,"Monroe, MI",33780
27526,49855,"Marquette, MI",32100
27527,43612,"Toledo, OH",45780
27528,43612,"Monroe, MI",33780
27529,22942,"Charlottesville, VA",16820
27530,22943,"Charlottesville, VA",16820
27531,22946,"Charlottesville, VA",16820
27532,22947,"Charlottesville, VA",16820
27533,22948,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
27534,49858,"Marinette, WI-MI",31940
27535,47344,"New Castle, IN",35220
27536,47345,"Richmond, IN",39980
27537,47346,"Richmond, IN",39980
27538,47346,"New Castle, IN",35220
27539,47348,"Muncie, IN",34620
27540,47348,"Marion, IN",31980
27541,47348,"Fort Wayne, IN",23060
27542,11719,"New York-Newark-Jersey City, NY-NJ-PA",35620
27543,11720,"New York-Newark-Jersey City, NY-NJ-PA",35620
27544,11721,"New York-Newark-Jersey City, NY-NJ-PA",35620
27545,11722,"New York-Newark-Jersey City, NY-NJ-PA",35620
27546,11724,"New York-Newark-Jersey City, NY-NJ-PA",35620
27547,11725,"New York-Newark-Jersey City, NY-NJ-PA",35620
27548,70526,"Lafayette, LA",29180
27549,60611,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27550,35959,"Rome, GA",40660
27551,35959,"Fort Payne, AL",22840
27552,60612,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27553,35960,"Cedartown, GA",16340
27554,35960,"Gadsden, AL",23460
27555,35960,"Rome, GA",40660
27556,60613,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27557,35961,"Gadsden, AL",23460
27558,35961,"Fort Payne, AL",22840
27559,35962,"Fort Payne, AL",22840
27560,35962,"Albertville, AL",10700
27561,35963,"Fort Payne, AL",22840
27562,60614,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27563,35966,"Fort Payne, AL",22840
27564,35966,"Scottsboro, AL",42460
27565,35966,"Chattanooga, TN-GA",16860
27566,60615,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27567,35967,"Fort Payne, AL",22840
27568,60616,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27569,35968,"Fort Payne, AL",22840
27570,35971,"Fort Payne, AL",22840
27571,35971,"Scottsboro, AL",42460
27572,35972,"Gadsden, AL",23460
27573,35972,"Birmingham-Hoover, AL",13820
27574,35973,"Summerville, GA",44900
27575,35973,"Fort Payne, AL",22840
27576,35974,"Fort Payne, AL",22840
27577,35975,"Fort Payne, AL",22840
27578,35975,"Scottsboro, AL",42460
27579,35975,"Albertville, AL",10700
27580,35976,"Birmingham-Hoover, AL",13820
27581,35976,"Cullman, AL",18980
27582,35976,"Albertville, AL",10700
27583,60617,"Chicago-Naperville-Elgin, IL-IN-WI",16980
27584,35978,"Fort Payne, AL",22840
27585,35978,"Scottsboro, AL",42460
27586,35979,"Fort Payne, AL",22840
27587,35979,"Scottsboro, AL",42460
27588,35979,"Chattanooga, TN-GA",16860
27589,35980,"Birmingham-Hoover, AL",13820
27590,35980,"Albertville, AL",10700
27591,35981,"Fort Payne, AL",22840
27592,35981,"Scottsboro, AL",42460
27593,35983,"Gadsden, AL",23460
27594,35983,"Fort Payne, AL",22840
27595,35984,"Summerville, GA",44900
27596,35984,"Fort Payne, AL",22840
27597,35984,"Chattanooga, TN-GA",16860
27598,76253,"Gainesville, TX",23620
27599,76255,,
27600,76258,"Dallas-Fort Worth-Arlington, TX",19100
27601,76258,"Sherman-Denison, TX",43300
27602,76258,"Gainesville, TX",23620
27603,76259,"Dallas-Fort Worth-Arlington, TX",19100
27604,76261,"Wichita Falls, TX",48660
27605,76262,"Dallas-Fort Worth-Arlington, TX",19100
27606,76263,"Gainesville, TX",23620
27607,76264,"Sherman-Denison, TX",43300
27608,76265,"Gainesville, TX",23620
27609,76266,"Dallas-Fort Worth-Arlington, TX",19100
27610,76266,"Gainesville, TX",23620
27611,76268,"Sherman-Denison, TX",43300
27612,76270,"Dallas-Fort Worth-Arlington, TX",19100
27613,76271,"Dallas-Fort Worth-Arlington, TX",19100
27614,76271,"Sherman-Denison, TX",43300
27615,76271,"Gainesville, TX",23620
27616,76272,"Dallas-Fort Worth-Arlington, TX",19100
27617,76272,"Gainesville, TX",23620
27618,76273,"Sherman-Denison, TX",43300
27619,76273,"Gainesville, TX",23620
27620,76301,"Wichita Falls, TX",48660
27621,76302,"Wichita Falls, TX",48660
27622,76305,"Wichita Falls, TX",48660
27623,76305,"Lawton, OK",30020
27624,76306,"Wichita Falls, TX",48660
27625,76308,"Wichita Falls, TX",48660
27626,43759,"Wheeling, WV-OH",48540
27627,12762,,
27628,12763,"Kingston, NY",28740
27629,12764,"New York-Newark-Jersey City, NY-NJ-PA",35620
27630,12765,,
27631,12766,,
27632,12767,,
27633,12768,,
27634,12769,"Kingston, NY",28740
27635,12770,"New York-Newark-Jersey City, NY-NJ-PA",35620
27636,12771,"New York-Newark-Jersey City, NY-NJ-PA",35620
27637,12775,,
27638,12776,,
27639,12777,"New York-Newark-Jersey City, NY-NJ-PA",35620
27640,12778,,
27641,12779,,
27642,12780,"New York-Newark-Jersey City, NY-NJ-PA",35620
27643,12781,,
27644,12783,,
27645,12784,,
27646,12785,"New York-Newark-Jersey City, NY-NJ-PA",35620
27647,12786,,
27648,12787,,
27649,48896,"Mount Pleasant, MI",34380
27650,39744,,
27651,48897,"Lansing-East Lansing, MI",29620
27652,48897,"Grand Rapids-Wyoming, MI",24340
27653,39745,,
27654,39746,"Columbus, MS",18060
27655,39746,"West Point, MS",48500
27656,48906,"Lansing-East Lansing, MI",29620
27657,39747,"Greenwood, MS",24900
27658,39750,"Starkville, MS",44260
27659,39750,"West Point, MS",48500
27660,39751,"West Point, MS",48500
27661,39752,"Starkville, MS",44260
27662,65762,"Branson, MO",14700
27663,65764,"Springfield, MO",44180
27664,65764,"Lebanon, MO",30060
27665,65766,,
27666,65767,"Springfield, MO",44180
27667,65768,,
27668,65769,,
27669,65770,"Springfield, MO",44180
27670,65771,"Branson, MO",14700
27671,65771,"Springfield, MO",44180
27672,65772,"Fayetteville-Springdale-Rogers, AR-MO",22220
27673,65773,,
27674,65774,,
27675,65775,"West Plains, MO",48460
27676,65777,"West Plains, MO",48460
27677,65778,,
27678,65779,,
27679,65781,"Springfield, MO",44180
27680,65783,"Springfield, MO",44180
27681,66612,"Topeka, KS",45820
27682,66614,"Topeka, KS",45820
27683,66615,"Topeka, KS",45820
27684,66616,"Topeka, KS",45820
27685,66617,"Lawrence, KS",29940
27686,66617,"Topeka, KS",45820
27687,66618,"Topeka, KS",45820
27688,66619,"Topeka, KS",45820
27689,66621,"Topeka, KS",45820
27690,66622,"Topeka, KS",45820
27691,66701,"Pittsburg, KS",38260
27692,66710,,
27693,66711,"Pittsburg, KS",38260
27694,66712,"Pittsburg, KS",38260
27695,66713,"Miami, OK",33060
27696,66714,,
27697,66716,"Kansas City, MO-KS",28140
27698,66717,,
27699,74108,"Tulsa, OK",46140
27700,74110,"Tulsa, OK",46140
27701,74112,"Tulsa, OK",46140
27702,74114,"Tulsa, OK",46140
27703,74115,"Tulsa, OK",46140
27704,74116,"Tulsa, OK",46140
27705,74117,"Tulsa, OK",46140
27706,03064,"Manchester-Nashua, NH",31700
27707,03070,"Manchester-Nashua, NH",31700
27708,45115,"Cincinnati, OH-KY-IN",17140
27709,45118,"Cincinnati, OH-KY-IN",17140
27710,45120,"Cincinnati, OH-KY-IN",17140
27711,45121,"Cincinnati, OH-KY-IN",17140
27712,45122,"Cincinnati, OH-KY-IN",17140
27713,45123,"Chillicothe, OH",17060
27714,45123,"Washington Court House, OH",47920
27715,45130,"Cincinnati, OH-KY-IN",17140
27716,45131,"Cincinnati, OH-KY-IN",17140
27717,45132,,
27718,45133,"Cincinnati, OH-KY-IN",17140
27719,80303,"Denver-Aurora-Lakewood, CO",19740
27720,80303,"Boulder, CO",14500
27721,80304,"Boulder, CO",14500
27722,80305,"Boulder, CO",14500
27723,80310,"Boulder, CO",14500
27724,80401,"Denver-Aurora-Lakewood, CO",19740
27725,80403,"Denver-Aurora-Lakewood, CO",19740
27726,80403,"Boulder, CO",14500
27727,80419,"Denver-Aurora-Lakewood, CO",19740
27728,80420,"Denver-Aurora-Lakewood, CO",19740
27729,80420,"Breckenridge, CO",14720
27730,80421,"Denver-Aurora-Lakewood, CO",19740
27731,80422,"Denver-Aurora-Lakewood, CO",19740
27732,80422,"Boulder, CO",14500
27733,80423,"Edwards, CO",20780
27734,80423,"Breckenridge, CO",14720
27735,80423,"Steamboat Springs, CO",44460
27736,80424,"Denver-Aurora-Lakewood, CO",19740
27737,80424,"Breckenridge, CO",14720
27738,80425,"Denver-Aurora-Lakewood, CO",19740
27739,80426,"Glenwood Springs, CO",24060
27740,80426,"Edwards, CO",20780
27741,80426,"Steamboat Springs, CO",44460
27742,80427,"Denver-Aurora-Lakewood, CO",19740
27743,80428,"Steamboat Springs, CO",44460
27744,80432,"Denver-Aurora-Lakewood, CO",19740
27745,80433,"Denver-Aurora-Lakewood, CO",19740
27746,80434,,
27747,80435,"Denver-Aurora-Lakewood, CO",19740
27748,80435,"Breckenridge, CO",14720
27749,80436,"Denver-Aurora-Lakewood, CO",19740
27750,80438,"Denver-Aurora-Lakewood, CO",19740
27751,80439,"Denver-Aurora-Lakewood, CO",19740
27752,80440,"Denver-Aurora-Lakewood, CO",19740
27753,80440,"Breckenridge, CO",14720
27754,80442,,
27755,80443,"Denver-Aurora-Lakewood, CO",19740
27756,80443,"Edwards, CO",20780
27757,80443,"Breckenridge, CO",14720
27758,80444,"Denver-Aurora-Lakewood, CO",19740
27759,80444,"Breckenridge, CO",14720
27760,80446,"Boulder, CO",14500
27761,80447,"Boulder, CO",14500
27762,80447,"Fort Collins, CO",22660
27763,80448,"Denver-Aurora-Lakewood, CO",19740
27764,80448,"Breckenridge, CO",14720
27765,80449,"Cañon City, CO",15860
27766,80449,"Denver-Aurora-Lakewood, CO",19740
27767,01473,"Worcester, MA-CT",49340
27768,01474,"Worcester, MA-CT",49340
27769,01474,"Boston-Cambridge-Newton, MA-NH",14460
27770,01474,"Manchester-Nashua, NH",31700
27771,01475,"Worcester, MA-CT",49340
27772,01475,"Keene, NH",28300
27773,01501,"Worcester, MA-CT",49340
27774,01503,"Worcester, MA-CT",49340
27775,01503,"Boston-Cambridge-Newton, MA-NH",14460
27776,01504,"Providence-Warwick, RI-MA",39300
27777,01504,"Worcester, MA-CT",49340
27778,01504,"Boston-Cambridge-Newton, MA-NH",14460
27779,01505,"Worcester, MA-CT",49340
27780,45208,"Cincinnati, OH-KY-IN",17140
27781,45209,"Cincinnati, OH-KY-IN",17140
27782,45211,"Cincinnati, OH-KY-IN",17140
27783,45212,"Cincinnati, OH-KY-IN",17140
27784,45213,"Cincinnati, OH-KY-IN",17140
27785,45214,"Cincinnati, OH-KY-IN",17140
27786,45215,"Cincinnati, OH-KY-IN",17140
27787,45216,"Cincinnati, OH-KY-IN",17140
27788,18622,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27789,18623,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27790,18623,"Sayre, PA",42380
27791,18624,"Allentown-Bethlehem-Easton, PA-NJ",10900
27792,18624,"East Stroudsburg, PA",20700
27793,18625,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27794,18626,,
27795,18628,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27796,18629,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27797,18629,"Sayre, PA",42380
27798,18630,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27799,18631,"Bloomsburg-Berwick, PA",14100
27800,18632,,
27801,18634,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27802,18635,"Bloomsburg-Berwick, PA",14100
27803,18635,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27804,18636,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27805,18640,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27806,18641,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27807,18642,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27808,18643,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27809,18644,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27810,18651,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27811,18653,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27812,18655,"Bloomsburg-Berwick, PA",14100
27813,18655,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27814,18656,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27815,18657,"Scranton--Wilkes-Barre--Hazleton, PA",42540
27816,14129,"Olean, NY",36460
27817,14129,"Jamestown-Dunkirk-Fredonia, NY",27460
27818,14129,"Buffalo-Cheektowaga-Niagara Falls, NY",15380
27819,14130,,
27820,14131,"Buffalo-Cheektowaga-Niagara Falls, NY",15380
27821,14132,"Buffalo-Cheektowaga-Niagara Falls, NY",15380
27822,28103,"Charlotte-Concord-Gastonia, NC-SC",16740
27823,28103,"Albemarle, NC",10620
27824,28104,"Charlotte-Concord-Gastonia, NC-SC",16740
27825,28105,"Charlotte-Concord-Gastonia, NC-SC",16740
27826,28107,"Charlotte-Concord-Gastonia, NC-SC",16740
27827,28107,"Albemarle, NC",10620
27828,28108,"Charlotte-Concord-Gastonia, NC-SC",16740
27829,28109,"Charlotte-Concord-Gastonia, NC-SC",16740
27830,28109,"Albemarle, NC",10620
27831,28110,"Charlotte-Concord-Gastonia, NC-SC",16740
