,ZCTA5CE10,NAME,CBSAFP
6505,25039,"Charleston, WV",16620
6506,25040,"Beckley, WV",13220
6507,25043,"Charleston, WV",16620
6508,25044,"Beckley, WV",13220
6509,25045,"Charleston, WV",16620
6510,25047,"Logan, WV",30880
6511,25047,"Charleston, WV",16620
6512,25048,"Beckley, WV",13220
6513,25049,"Charleston, WV",16620
6514,61568,"Peoria, IL",37900
6515,61569,"Canton, IL",15900
6516,61569,"Peoria, IL",37900
6517,53143,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6518,61570,"Peoria, IL",37900
6519,53144,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6520,53144,"Racine, WI",39540
6521,53146,"Milwaukee-Waukesha-West Allis, WI",33340
6522,61571,"Peoria, IL",37900
6523,61572,"Peoria, IL",37900
6524,61572,"Galesburg, IL",23660
6525,61602,"Peoria, IL",37900
6526,61603,"Peoria, IL",37900
6527,53147,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6528,53147,"Whitewater-Elkhorn, WI",48580
6529,53149,"Whitewater-Elkhorn, WI",48580
6530,53149,"Racine, WI",39540
6531,53149,"Milwaukee-Waukesha-West Allis, WI",33340
6532,61604,"Peoria, IL",37900
6533,53150,"Racine, WI",39540
6534,53150,"Milwaukee-Waukesha-West Allis, WI",33340
6535,61605,"Peoria, IL",37900
6536,61606,"Peoria, IL",37900
6537,53151,"Milwaukee-Waukesha-West Allis, WI",33340
6538,61607,"Peoria, IL",37900
6539,53153,"Milwaukee-Waukesha-West Allis, WI",33340
6540,61610,"Peoria, IL",37900
6541,53154,"Racine, WI",39540
6542,53154,"Milwaukee-Waukesha-West Allis, WI",33340
6543,53156,"Whitewater-Elkhorn, WI",48580
6544,53156,"Watertown-Fort Atkinson, WI",48020
6545,53156,"Milwaukee-Waukesha-West Allis, WI",33340
6546,53158,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6547,53167,"Racine, WI",39540
6548,53168,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6549,53168,"Racine, WI",39540
6550,61611,"Peoria, IL",37900
6551,53170,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6552,53172,"Milwaukee-Waukesha-West Allis, WI",33340
6553,61614,"Peoria, IL",37900
6554,53177,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6555,53177,"Racine, WI",39540
6556,53178,"Watertown-Fort Atkinson, WI",48020
6557,53178,"Milwaukee-Waukesha-West Allis, WI",33340
6558,53179,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6559,49070,"Holland, MI",26090
6560,49071,"Kalamazoo-Portage, MI",28020
6561,49072,"Sturgis, MI",44780
6562,49072,"Kalamazoo-Portage, MI",28020
6563,49073,"Lansing-East Lansing, MI",29620
6564,49073,"Grand Rapids-Wyoming, MI",24340
6565,49074,"Kalamazoo-Portage, MI",28020
6566,49075,"Sturgis, MI",44780
6567,49076,"Battle Creek, MI",12980
6568,49076,"Lansing-East Lansing, MI",29620
6569,49078,"Kalamazoo-Portage, MI",28020
6570,49078,"Holland, MI",26090
6571,49079,"Kalamazoo-Portage, MI",28020
6572,61112,"Rockford, IL",40420
6573,61114,"Rockford, IL",40420
6574,61115,"Rockford, IL",40420
6575,61201,"Davenport-Moline-Rock Island, IA-IL",19340
6576,61230,"Davenport-Moline-Rock Island, IA-IL",19340
6577,61230,"Sterling, IL",44580
6578,61231,"Davenport-Moline-Rock Island, IA-IL",19340
6579,61232,"Davenport-Moline-Rock Island, IA-IL",19340
6580,61234,"Ottawa-Peru, IL",36860
6581,61234,"Davenport-Moline-Rock Island, IA-IL",19340
6582,61235,"Davenport-Moline-Rock Island, IA-IL",19340
6583,46721,"Defiance, OH",19580
6584,46721,"Auburn, IN",12140
6585,46723,"Fort Wayne, IN",23060
6586,46723,"Kendallville, IN",28340
6587,46725,"Huntington, IN",26540
6588,46725,"Fort Wayne, IN",23060
6589,46725,"Kendallville, IN",28340
6590,46730,"Kendallville, IN",28340
6591,46730,"Auburn, IN",12140
6592,46731,"Decatur, IN",19540
6593,46731,"Fort Wayne, IN",23060
6594,46732,"Warsaw, IN",47700
6595,46732,"Kendallville, IN",28340
6596,46733,"Decatur, IN",19540
6597,46733,"Van Wert, OH",46780
6598,46733,"Fort Wayne, IN",23060
6599,46737,"Angola, IN",11420
6600,46737,"Hillsdale, MI",25880
6601,46737,"Coldwater, MI",17740
6602,46738,"Fort Wayne, IN",23060
6603,46738,"Auburn, IN",12140
6604,46740,"Decatur, IN",19540
6605,46740,"Fort Wayne, IN",23060
6606,46741,"Fort Wayne, IN",23060
6607,46742,"Auburn, IN",12140
6608,46742,"Angola, IN",11420
6609,46743,"Fort Wayne, IN",23060
6610,46743,"Defiance, OH",19580
6611,46743,"Auburn, IN",12140
6612,46745,"Decatur, IN",19540
6613,46745,"Fort Wayne, IN",23060
6614,46746,"Angola, IN",11420
6615,46746,"Sturgis, MI",44780
6616,46746,"Coldwater, MI",17740
6617,46747,"Kendallville, IN",28340
6618,46747,"Auburn, IN",12140
6619,46747,"Angola, IN",11420
6620,46748,"Fort Wayne, IN",23060
6621,46748,"Kendallville, IN",28340
6622,46748,"Auburn, IN",12140
6623,46750,"Huntington, IN",26540
6624,46750,"Wabash, IN",47340
6625,46750,"Fort Wayne, IN",23060
6626,46755,"Kendallville, IN",28340
6627,46755,"Auburn, IN",12140
6628,46759,"Fort Wayne, IN",23060
6629,46760,"Fort Wayne, IN",23060
6630,46760,"Kendallville, IN",28340
6631,46761,"Angola, IN",11420
6632,46763,"Fort Wayne, IN",23060
6633,46763,"Kendallville, IN",28340
6634,46763,"Auburn, IN",12140
6635,46764,"Fort Wayne, IN",23060
6636,46764,"Warsaw, IN",47700
6637,46764,"Kendallville, IN",28340
6638,46765,"Fort Wayne, IN",23060
6639,46765,"Auburn, IN",12140
6640,93043,"Oxnard-Thousand Oaks-Ventura, CA",37100
6641,93060,"Oxnard-Thousand Oaks-Ventura, CA",37100
6642,93063,"Los Angeles-Long Beach-Anaheim, CA",31080
6643,93063,"Oxnard-Thousand Oaks-Ventura, CA",37100
6644,93064,"Oxnard-Thousand Oaks-Ventura, CA",37100
6645,93065,"Oxnard-Thousand Oaks-Ventura, CA",37100
6646,93066,"Oxnard-Thousand Oaks-Ventura, CA",37100
6647,93067,"Santa Maria-Santa Barbara, CA",42200
6648,93101,"Santa Maria-Santa Barbara, CA",42200
6649,93103,"Santa Maria-Santa Barbara, CA",42200
6650,93105,"Santa Maria-Santa Barbara, CA",42200
6651,93108,"Santa Maria-Santa Barbara, CA",42200
6652,93109,"Santa Maria-Santa Barbara, CA",42200
6653,93110,"Santa Maria-Santa Barbara, CA",42200
6654,93111,"Santa Maria-Santa Barbara, CA",42200
6655,93117,"Santa Maria-Santa Barbara, CA",42200
6656,93201,"Bakersfield, CA",12540
6657,93201,"Hanford-Corcoran, CA",25260
6658,93201,"Visalia-Porterville, CA",47300
6659,25628,"Logan, WV",30880
6660,25630,"Logan, WV",30880
6661,25630,"Charleston, WV",16620
6662,25632,"Logan, WV",30880
6663,25634,"Logan, WV",30880
6664,25635,"Logan, WV",30880
6665,25637,"Logan, WV",30880
6666,25638,"Logan, WV",30880
6667,25639,"Logan, WV",30880
6668,25644,"Logan, WV",30880
6669,25646,"Logan, WV",30880
6670,25647,"Logan, WV",30880
6671,25649,"Logan, WV",30880
6672,25650,"Logan, WV",30880
6673,25651,,
6674,25652,"Logan, WV",30880
6675,25653,"Logan, WV",30880
6676,25654,"Logan, WV",30880
6677,25661,,
6678,25666,"Logan, WV",30880
6679,25666,"Huntington-Ashland, WV-KY-OH",26580
6680,25669,"Huntington-Ashland, WV-KY-OH",26580
6681,25670,"Logan, WV",30880
6682,25671,"Logan, WV",30880
6683,25672,,
6684,25674,"Huntington-Ashland, WV-KY-OH",26580
6685,25676,"Logan, WV",30880
6686,25678,,
6687,25688,,
6688,25690,,
6689,13788,,
6690,13790,"Binghamton, NY",13780
6691,13794,"Binghamton, NY",13780
6692,13794,"Cortland, NY",18660
6693,13795,"Binghamton, NY",13780
6694,13796,"Oneonta, NY",36580
6695,13797,"Binghamton, NY",13780
6696,13801,"Cortland, NY",18660
6697,13802,"Binghamton, NY",13780
6698,13803,"Binghamton, NY",13780
6699,13803,"Cortland, NY",18660
6700,13804,"Binghamton, NY",13780
6701,13806,,
6702,13807,"Oneonta, NY",36580
6703,13808,"Oneonta, NY",36580
6704,13809,"Oneonta, NY",36580
6705,13810,"Oneonta, NY",36580
6706,13811,"Binghamton, NY",13780
6707,13812,"Sayre, PA",42380
6708,13812,"Binghamton, NY",13780
6709,13813,"Binghamton, NY",13780
6710,13815,,
6711,13820,"Oneonta, NY",36580
6712,13825,"Oneonta, NY",36580
6713,13826,"Binghamton, NY",13780
6714,13827,"Sayre, PA",42380
6715,13827,"Binghamton, NY",13780
6716,13830,,
6717,13832,,
6718,13833,"Binghamton, NY",13780
6719,44714,"Canton-Massillon, OH",15940
6720,44718,"Canton-Massillon, OH",15940
6721,44720,"Canton-Massillon, OH",15940
6722,44720,"Akron, OH",10420
6723,44721,"Canton-Massillon, OH",15940
6724,44730,"Canton-Massillon, OH",15940
6725,44802,"Findlay, OH",22300
6726,44802,"Tiffin, OH",45660
6727,44804,"Findlay, OH",22300
6728,44805,"Mansfield, OH",31900
6729,44805,"Ashland, OH",11740
6730,44807,"Bucyrus, OH",15340
6731,44807,"Tiffin, OH",45660
6732,44807,"Norwalk, OH",35940
6733,44809,"Tiffin, OH",45660
6734,44811,"Tiffin, OH",45660
6735,44811,"Norwalk, OH",35940
6736,44811,"Fremont, OH",23380
6737,44811,"Sandusky, OH",41780
6738,44813,"Columbus, OH",18140
6739,44813,"Mount Vernon, OH",34540
6740,44813,"Mansfield, OH",31900
6741,44814,"Norwalk, OH",35940
6742,44814,"Sandusky, OH",41780
6743,44815,"Tiffin, OH",45660
6744,60941,"Champaign-Urbana, IL",16580
6745,60941,"Kankakee, IL",28100
6746,60942,"Danville, IL",19180
6747,60942,"Lafayette-West Lafayette, IN",29200
6748,60945,,
6749,60946,"Champaign-Urbana, IL",16580
6750,60946,"Pontiac, IL",38700
6751,60948,"Champaign-Urbana, IL",16580
6752,60949,"Champaign-Urbana, IL",16580
6753,60950,"Kankakee, IL",28100
6754,60950,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6755,60951,"Kankakee, IL",28100
6756,60952,"Champaign-Urbana, IL",16580
6757,60952,"Pontiac, IL",38700
6758,60953,"Lafayette-West Lafayette, IN",29200
6759,60954,"Kankakee, IL",28100
6760,60954,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6761,60955,"Champaign-Urbana, IL",16580
6762,60957,"Champaign-Urbana, IL",16580
6763,60958,"Kankakee, IL",28100
6764,60958,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6765,60959,"Champaign-Urbana, IL",16580
6766,60959,"Pontiac, IL",38700
6767,60960,"Danville, IL",19180
6768,60960,"Champaign-Urbana, IL",16580
6769,60961,"Pontiac, IL",38700
6770,60961,"Kankakee, IL",28100
6771,60961,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6772,60962,"Champaign-Urbana, IL",16580
6773,60962,"Pontiac, IL",38700
6774,60963,"Danville, IL",19180
6775,60964,"Kankakee, IL",28100
6776,60966,"Lafayette-West Lafayette, IN",29200
6777,60966,"Chicago-Naperville-Elgin, IL-IN-WI",16980
6778,60968,"Champaign-Urbana, IL",16580
6779,60968,"Pontiac, IL",38700
6780,44702,"Canton-Massillon, OH",15940
6781,62872,"Mount Vernon, IL",34500
6782,62874,,
6783,34639,"Tampa-St. Petersburg-Clearwater, FL",45300
6784,54720,"Eau Claire, WI",20740
6785,62875,"Centralia, IL",16460
6786,62875,"St. Louis, MO-IL",41180
6787,62876,,
6788,54721,"Menomonie, WI",32860
6789,54721,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
6790,38375,,
6791,38376,,
6792,62877,"Mount Vernon, IL",34500
6793,44703,"Canton-Massillon, OH",15940
6794,62878,,
6795,62879,,
6796,38379,,
6797,24060,"Blacksburg-Christiansburg-Radford, VA",13980
6798,24060,"Roanoke, VA",40220
6799,62880,"Centralia, IL",16460
6800,38380,,
6801,54722,"Eau Claire, WI",20740
6802,24064,"Roanoke, VA",40220
6803,24064,"Lynchburg, VA",31340
6804,38381,"Jackson, TN",27180
6805,54723,"Red Wing, MN",39860
6806,54723,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
6807,18701,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6808,18702,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6809,18704,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6810,18705,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6811,18706,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6812,18707,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6813,18708,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6814,18709,"Scranton--Wilkes-Barre--Hazleton, PA",42540
6815,18801,,
6816,18810,"Sayre, PA",42380
6817,18812,"Binghamton, NY",13780
6818,18814,"Sayre, PA",42380
6819,18816,,
6820,18817,"Sayre, PA",42380
6821,18818,"Sayre, PA",42380
6822,18818,"Binghamton, NY",13780
6823,18821,"Binghamton, NY",13780
6824,18822,"Binghamton, NY",13780
6825,18823,,
6826,18824,,
6827,18825,,
6828,18826,,
6829,18828,"Sayre, PA",42380
6830,18829,"Sayre, PA",42380
6831,18830,"Sayre, PA",42380
6832,18830,"Binghamton, NY",13780
6833,18831,"Sayre, PA",42380
6834,18832,"Sayre, PA",42380
6835,18833,"Sayre, PA",42380
6836,18834,,
6837,18837,"Sayre, PA",42380
6838,18837,"Binghamton, NY",13780
6839,18840,"Sayre, PA",42380
6840,18840,"Elmira, NY",21300
6841,18840,"Binghamton, NY",13780
6842,18842,,
6843,98465,"Seattle-Tacoma-Bellevue, WA",42660
6844,83622,"Boise City, ID",14260
6845,98466,"Seattle-Tacoma-Bellevue, WA",42660
6846,98467,"Seattle-Tacoma-Bellevue, WA",42660
6847,83623,"Boise City, ID",14260
6848,83623,"Mountain Home, ID",34300
6849,98498,"Seattle-Tacoma-Bellevue, WA",42660
6850,83624,"Boise City, ID",14260
6851,83624,"Mountain Home, ID",34300
6852,98499,"Seattle-Tacoma-Bellevue, WA",42660
6853,83626,"Boise City, ID",14260
6854,83627,"Boise City, ID",14260
6855,83627,"Mountain Home, ID",34300
6856,83628,"Ontario, OR-ID",36620
6857,83628,"Boise City, ID",14260
6858,98501,"Olympia-Tumwater, WA",36500
6859,83629,"Boise City, ID",14260
6860,83631,"Boise City, ID",14260
6861,83631,"Mountain Home, ID",34300
6862,98502,"Olympia-Tumwater, WA",36500
6863,98502,"Aberdeen, WA",10140
6864,98502,"Shelton, WA",43220
6865,83632,,
6866,83633,"Twin Falls, ID",46300
6867,83633,"Mountain Home, ID",34300
6868,98503,"Olympia-Tumwater, WA",36500
6869,68926,,
6870,68927,"Lexington, NE",30420
6871,68934,,
6872,68943,,
6873,68944,"Grand Island, NE",24260
6874,68956,"Hastings, NE",25580
6875,68956,"Kearney, NE",28260
6876,68956,"Grand Island, NE",24260
6877,68957,"Hastings, NE",25580
6878,67002,"Wichita, KS",48620
6879,67003,,
6880,67004,"Wichita, KS",48620
6881,67005,"Ponca City, OK",38620
6882,67005,"Arkansas City-Winfield, KS",11680
6883,67005,"Wichita, KS",48620
6884,67008,"Arkansas City-Winfield, KS",11680
6885,67008,"Wichita, KS",48620
6886,67009,,
6887,67010,"Wichita, KS",48620
6888,67012,"Wichita, KS",48620
6889,67013,"Wichita, KS",48620
6890,67016,"Wichita, KS",48620
6891,67017,"Wichita, KS",48620
6892,67018,"Wichita, KS",48620
6893,67019,"Arkansas City-Winfield, KS",11680
6894,67020,"Wichita, KS",48620
6895,67020,"Hutchinson, KS",26740
6896,67021,,
6897,67022,"Wichita, KS",48620
6898,67023,"Arkansas City-Winfield, KS",11680
6899,67023,"Wichita, KS",48620
6900,67024,"Tulsa, OK",46140
6901,67024,"Arkansas City-Winfield, KS",11680
6902,67025,"Wichita, KS",48620
6903,67025,"Hutchinson, KS",26740
6904,67026,"Wichita, KS",48620
6905,67028,,
6906,67029,,
6907,67030,"Wichita, KS",48620
6908,20373,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6909,20390,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6910,20405,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6911,20418,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6912,20427,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6913,20506,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6914,20510,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6915,20520,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6916,20535,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6917,20540,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6918,20551,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6919,20553,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6920,20560,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6921,20565,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6922,20566,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6923,20593,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900
6924,19803,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980
6925,19804,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980
6926,61321,"Peoria, IL",37900
6927,61321,"Pontiac, IL",38700
6928,61321,"Ottawa-Peru, IL",36860
6929,61322,"Ottawa-Peru, IL",36860
6930,36726,"Selma, AL",42820
6931,61323,"Ottawa-Peru, IL",36860
6932,61324,"Dixon, IL",19940
6933,36727,,
6934,36728,"Selma, AL",42820
6935,61325,"Ottawa-Peru, IL",36860
6936,61326,"Ottawa-Peru, IL",36860
6937,61327,"Peoria, IL",37900
6938,61327,"Ottawa-Peru, IL",36860
6939,61328,"Ottawa-Peru, IL",36860
6940,61329,"Ottawa-Peru, IL",36860
6941,36732,"Tuscaloosa, AL",46220
6942,36736,,
6943,61330,"Ottawa-Peru, IL",36860
6944,61330,"Dixon, IL",19940
6945,71043,"Shreveport-Bossier City, LA",43340
6946,71044,"Shreveport-Bossier City, LA",43340
6947,71044,"Texarkana, TX-AR",45500
6948,71045,"Shreveport-Bossier City, LA",43340
6949,75652,"Longview, TX",30980
6950,71046,"Shreveport-Bossier City, LA",43340
6951,71047,"Shreveport-Bossier City, LA",43340
6952,71048,,
6953,81007,"Pueblo, CO",39380
6954,81007,"Cañon City, CO",15860
6955,75654,"Jacksonville, TX",27380
6956,75654,"Longview, TX",30980
6957,75654,"Tyler, TX",46340
6958,71049,"Shreveport-Bossier City, LA",43340
6959,75656,,
6960,71051,"Shreveport-Bossier City, LA",43340
6961,81008,"Pueblo, CO",39380
6962,81008,"Colorado Springs, CO",17820
6963,81019,"Pueblo, CO",39380
6964,81020,"Pueblo, CO",39380
6965,81021,,
6966,81022,"Pueblo, CO",39380
6967,81023,"Pueblo, CO",39380
6968,75657,"Shreveport-Bossier City, LA",43340
6969,75657,"Marshall, TX",32220
6970,81024,,
6971,71052,"Shreveport-Bossier City, LA",43340
6972,75661,"Shreveport-Bossier City, LA",43340
6973,75661,"Marshall, TX",32220
6974,81025,"Pueblo, CO",39380
6975,81025,"Colorado Springs, CO",17820
6976,81027,,
6977,81029,,
6978,81030,,
6979,81033,,
6980,81036,,
6981,81038,,
6982,75662,"Longview, TX",30980
6983,75662,"Tyler, TX",46340
6984,75667,"Longview, TX",30980
6985,71055,"Shreveport-Bossier City, LA",43340
6986,81039,"Pueblo, CO",39380
6987,75668,"Longview, TX",30980
6988,75669,"Longview, TX",30980
6989,02873,"Providence-Warwick, RI-MA",39300
6990,02874,"Providence-Warwick, RI-MA",39300
6991,02875,"Providence-Warwick, RI-MA",39300
6992,02876,"Providence-Warwick, RI-MA",39300
6993,02878,"Providence-Warwick, RI-MA",39300
6994,02879,"Providence-Warwick, RI-MA",39300
6995,02881,"Providence-Warwick, RI-MA",39300
6996,02882,"Providence-Warwick, RI-MA",39300
6997,02885,"Providence-Warwick, RI-MA",39300
6998,02886,"Providence-Warwick, RI-MA",39300
6999,02888,"Providence-Warwick, RI-MA",39300
7000,02889,"Providence-Warwick, RI-MA",39300
7001,02891,"Norwich-New London, CT",35980
7002,02891,"Providence-Warwick, RI-MA",39300
7003,02892,"Providence-Warwick, RI-MA",39300
7004,02893,"Providence-Warwick, RI-MA",39300
7005,02894,"Providence-Warwick, RI-MA",39300
7006,02895,"Providence-Warwick, RI-MA",39300
7007,02895,"Worcester, MA-CT",49340
7008,02895,"Boston-Cambridge-Newton, MA-NH",14460
7009,02896,"Providence-Warwick, RI-MA",39300
7010,02896,"Worcester, MA-CT",49340
7011,02898,"Providence-Warwick, RI-MA",39300
7012,02903,"Providence-Warwick, RI-MA",39300
7013,02904,"Providence-Warwick, RI-MA",39300
7014,02905,"Providence-Warwick, RI-MA",39300
7015,02906,"Providence-Warwick, RI-MA",39300
7016,02907,"Providence-Warwick, RI-MA",39300
7017,02908,"Providence-Warwick, RI-MA",39300
7018,02909,"Providence-Warwick, RI-MA",39300
7019,02910,"Providence-Warwick, RI-MA",39300
7020,02911,"Providence-Warwick, RI-MA",39300
7021,02912,"Providence-Warwick, RI-MA",39300
7022,02914,"Providence-Warwick, RI-MA",39300
7023,02915,"Providence-Warwick, RI-MA",39300
7024,02916,"Providence-Warwick, RI-MA",39300
7025,02917,"Providence-Warwick, RI-MA",39300
7026,02919,"Providence-Warwick, RI-MA",39300
7027,02920,"Providence-Warwick, RI-MA",39300
7028,02921,"Providence-Warwick, RI-MA",39300
7029,04401,"Bangor, ME",12620
7030,30294,"Atlanta-Sandy Springs-Roswell, GA",12060
7031,30295,"Atlanta-Sandy Springs-Roswell, GA",12060
7032,30296,"Atlanta-Sandy Springs-Roswell, GA",12060
7033,30297,"Atlanta-Sandy Springs-Roswell, GA",12060
7034,30303,"Atlanta-Sandy Springs-Roswell, GA",12060
7035,30305,"Atlanta-Sandy Springs-Roswell, GA",12060
7036,30306,"Atlanta-Sandy Springs-Roswell, GA",12060
7037,30307,"Atlanta-Sandy Springs-Roswell, GA",12060
7038,30308,"Atlanta-Sandy Springs-Roswell, GA",12060
7039,30309,"Atlanta-Sandy Springs-Roswell, GA",12060
7040,30310,"Atlanta-Sandy Springs-Roswell, GA",12060
7041,30311,"Atlanta-Sandy Springs-Roswell, GA",12060
7042,30312,"Atlanta-Sandy Springs-Roswell, GA",12060
7043,30313,"Atlanta-Sandy Springs-Roswell, GA",12060
7044,30314,"Atlanta-Sandy Springs-Roswell, GA",12060
7045,30315,"Atlanta-Sandy Springs-Roswell, GA",12060
7046,30316,"Atlanta-Sandy Springs-Roswell, GA",12060
7047,30317,"Atlanta-Sandy Springs-Roswell, GA",12060
7048,30318,"Atlanta-Sandy Springs-Roswell, GA",12060
7049,30319,"Atlanta-Sandy Springs-Roswell, GA",12060
7050,25051,"Charleston, WV",16620
7051,25053,"Charleston, WV",16620
7052,25053,"Huntington-Ashland, WV-KY-OH",26580
7053,25054,"Charleston, WV",16620
7054,01827,"Boston-Cambridge-Newton, MA-NH",14460
7055,01827,"Manchester-Nashua, NH",31700
7056,01830,"Boston-Cambridge-Newton, MA-NH",14460
7057,06811,"New York-Newark-Jersey City, NY-NJ-PA",35620
7058,06811,"Bridgeport-Stamford-Norwalk, CT",14860
7059,06812,"New York-Newark-Jersey City, NY-NJ-PA",35620
7060,06812,"Bridgeport-Stamford-Norwalk, CT",14860
7061,06812,"Torrington, CT",45860
7062,06820,"Bridgeport-Stamford-Norwalk, CT",14860
7063,06824,"Bridgeport-Stamford-Norwalk, CT",14860
7064,06825,"Bridgeport-Stamford-Norwalk, CT",14860
7065,06830,"New York-Newark-Jersey City, NY-NJ-PA",35620
7066,06830,"Bridgeport-Stamford-Norwalk, CT",14860
7067,06831,"New York-Newark-Jersey City, NY-NJ-PA",35620
7068,06831,"Bridgeport-Stamford-Norwalk, CT",14860
7069,06840,"New York-Newark-Jersey City, NY-NJ-PA",35620
7070,06840,"Bridgeport-Stamford-Norwalk, CT",14860
7071,06850,"Bridgeport-Stamford-Norwalk, CT",14860
7072,06851,"Bridgeport-Stamford-Norwalk, CT",14860
7073,06853,"Bridgeport-Stamford-Norwalk, CT",14860
7074,06854,"Bridgeport-Stamford-Norwalk, CT",14860
7075,06855,"Bridgeport-Stamford-Norwalk, CT",14860
7076,53181,"Chicago-Naperville-Elgin, IL-IN-WI",16980
7077,53181,"Whitewater-Elkhorn, WI",48580
7078,61615,"Peoria, IL",37900
7079,53182,"Chicago-Naperville-Elgin, IL-IN-WI",16980
7080,53182,"Racine, WI",39540
7081,61616,"Peoria, IL",37900
7082,61625,"Peoria, IL",37900
7083,53183,"Milwaukee-Waukesha-West Allis, WI",33340
7084,53184,"Chicago-Naperville-Elgin, IL-IN-WI",16980
7085,53184,"Whitewater-Elkhorn, WI",48580
7086,53185,"Whitewater-Elkhorn, WI",48580
7087,53185,"Racine, WI",39540
7088,53185,"Milwaukee-Waukesha-West Allis, WI",33340
7089,61701,"Bloomington, IL",14010
7090,53186,"Milwaukee-Waukesha-West Allis, WI",33340
7091,61704,"Bloomington, IL",14010
7092,53188,"Milwaukee-Waukesha-West Allis, WI",33340
7093,61705,"Bloomington, IL",14010
7094,61720,"Champaign-Urbana, IL",16580
7095,61720,"Bloomington, IL",14010
7096,61721,"Lincoln, IL",30660
7097,61721,"Bloomington, IL",14010
7098,61721,"Peoria, IL",37900
7099,61722,"Bloomington, IL",14010
7100,61723,"Lincoln, IL",30660
7101,61723,"Bloomington, IL",14010
7102,53189,"Milwaukee-Waukesha-West Allis, WI",33340
7103,61724,"Champaign-Urbana, IL",16580
7104,61724,"Bloomington, IL",14010
7105,61725,"Bloomington, IL",14010
7106,61725,"Peoria, IL",37900
7107,53190,"Whitewater-Elkhorn, WI",48580
7108,53190,"Janesville-Beloit, WI",27500
7109,53190,"Watertown-Fort Atkinson, WI",48020
7110,61726,"Bloomington, IL",14010
7111,61726,"Pontiac, IL",38700
7112,46766,"Huntington, IN",26540
7113,46766,"Fort Wayne, IN",23060
7114,46767,"Warsaw, IN",47700
7115,46767,"Kendallville, IN",28340
7116,46767,"Elkhart-Goshen, IN",21140
7117,46770,"Huntington, IN",26540
7118,46770,"Fort Wayne, IN",23060
7119,46771,,
7120,46772,"Celina, OH",16380
7121,46772,"Decatur, IN",19540
7122,50671,,
7123,50672,"Waterloo-Cedar Falls, IA",47940
7124,50673,"Waterloo-Cedar Falls, IA",47940
7125,50674,"Waterloo-Cedar Falls, IA",47940
7126,50675,"Waterloo-Cedar Falls, IA",47940
7127,50676,"Waterloo-Cedar Falls, IA",47940
7128,50677,"Waterloo-Cedar Falls, IA",47940
7129,50680,"Waterloo-Cedar Falls, IA",47940
7130,50681,,
7131,50682,,
7132,50701,"Waterloo-Cedar Falls, IA",47940
7133,50702,"Waterloo-Cedar Falls, IA",47940
7134,50703,"Waterloo-Cedar Falls, IA",47940
7135,50707,"Waterloo-Cedar Falls, IA",47940
7136,50801,"Des Moines-West Des Moines, IA",19780
7137,50830,"Des Moines-West Des Moines, IA",19780
7138,50833,"Maryville, MO",32340
7139,50835,,
7140,50836,,
7141,93202,"Hanford-Corcoran, CA",25260
7142,93203,"Bakersfield, CA",12540
7143,93204,"Bakersfield, CA",12540
7144,93204,"Hanford-Corcoran, CA",25260
7145,93204,"Fresno, CA",23420
7146,93205,"Bakersfield, CA",12540
7147,93206,"Bakersfield, CA",12540
